ALDES,https://www.bepositive-events.com/fr/liste-exposants/aldes-51398,http://www.aldes.fr/pro,tel:+33 478771515,"20 BOULEVARD IRENE JOLIOT CURIE, 69200 VENISSIEUX, FR","",Energie dans le bâtiment-Traitement de l'air-CTA / ventilation tertiaire-Purificateur-Ventilation double flux-Ventilation simple flux-Confort thermique-PAC
ALEXIS ASSURANCES,https://www.bepositive-events.com/fr/liste-exposants/alexis-assurances-50604,http://www.alexis-assurances.com/,tel:+33 478426846,"1 RUE LOUIS JUTTET, 69410 CHAMPAGNE AU MONT D'OR, FR","Facilitateur de transition énergétique, Alexis Assurances est spécialiste du courtage d'assurances pour l'ensemble des acteurs et des projets de cette filière. Nous sommes à vos côtés pour protéger votre responsabilité, vos actifs et vos investissements. Grâce à notre expérience de près de 30 ans, notre offre de service s'étend à l'accompagnement durant les audits bancaires ou dans les phases de négociation des clauses de responsabilité et d'assurances de vos marchés.-Notre engagement: Disponibilité, Proximité, Technicité","Services et Organismes-Services aux entreprises-Banque, Assurance, Juriste"
ALLIANTZ,https://www.bepositive-events.com/fr/liste-exposants/alliantz-43606,http://www.alliantz.fr/,tel:+33 468418232,"ZI LA COUPE 44 AVENUE PAUL SABATIER, 11100 NARBONNE, FR","Distributeur de matériel solaire photovoltaïque et thermique depuis 1999, Alliantz est aujourd'hui un des leaders français dans le domaine des petites et moyennes puissances.-50 collaborateurs & collaboratrices, 8 agences & un pôle logistique au service d'un secteur passionnant et en pleine évolution !-Les maîtres mots chez Alliantz : service, engagement et respect de la paroles et des Hommes.-Venez rencontrer notre équipe de spécialistes et échanger sur les produits phares du moment",Nouveaux Systèmes Energétiques-Stockage-Batteries / systèmes de stockage-Solaire Photovoltaïque-Production d'électricité photovoltaïque intégrée-Stockage et auto-consommation-Energie dans le bâtiment-Domotique et GTB-Gestion de l'énergie
ALPES ENERGIE BOIS,https://www.bepositive-events.com/fr/liste-exposants/alpes-energie-bois-50465,http://www.alpes-energie-bois.fr/,tel:+33 476711543,"74 ROUTE DE LA BUISSIERE, 38570 LE CHEYLAS, FR","Le groupe Alpes Energie Bois - Bois Du Dauphiné, installé au Cheylas près de Grenoble en Isère (38 )réunit sur un même site industriel autour du bois et dans un même esprit de valorisation :--- La scierie Bois du Dauphiné qui transforme 200 000 m3 par an de bois résineux, fruits de son exploitation forestière.-- Alpes Energie Bois, avec une unité de granulation d’une capacité de production de granulés bois de 63 000 tonnes/an et une centrale thermoélectrique d’une puissance de 14 MW alimentée en combustible par l’exploitation forestière et l’écorçage des bois avant sciage. Cette centrale produit l’ énergie thermique qui alimente les séchoirs de la scierie et de l’unité de granulation, ainsi que de l’ énergie électrique, directement restituée sur le réseau EDF (capacité de 27 000 MWh/an).--Un schéma économique unique qui fait de AEB/BDD un modèle exemplaire de développement durable au niveau européen","Nouveaux Systèmes Energétiques-Autres ENR-Biomasse-Distribution et Gestion des réseaux-Founisseurs/Distributeurs d'énergie-Solutions Constructives-Bois dans la Construction-Bois de charpente, bois d'ossature-Bois Energie-Combustible, Fabrication, distribution et stockage-Production, Distribution combustibles bois-Stockage, transport, soufflage, manutention"
ALUBEL SPA,https://www.bepositive-events.com/fr/liste-exposants/alubel-spa-46605,http://www.alubel.com/,tel:+39 522957511,"VIA TORRICELLI, 8, 42011 BAGNOLO IN PIANO, IT","Les stratégies de marché gagnantes et le professionnalisme de l’équipe dirigeante fait d’Alubel une référence, dont les produits spécifiques trouvent de vastes applications tant dans les nouvelles constructions que dans les travaux de réhabilitation.-Alubel dispose d’une gamme extrêmement large de produits, comprenant de nombreux types de systèmes de toitures, bardages, produits insonorisants et isolants utilisés dans la construction industrielle, civile et dans les ouvrages publics.-Les sites de production, de fabrication récente, sont enrichies chaque année par de nouveaux investissements qui permettent de réaliser de nouveaux produits. La zone d’activité du groupe Alubel-Fibrotubi occupe actuellement 100 000 m2, dont 40 000 couverts : la production est répartie sur 7 zones, avec plus de 200 employés et un chiffre d’affaires consolidé de plus de 100 millions d’euros sur le dernier exercice.",Solutions Constructives-Structure et enveloppe-Bardages-Couverture-Isolation
AMG SPA,https://www.bepositive-events.com/fr/liste-exposants/amg-spa-38520,http://www.amg-spa.com/,tel:+39 0445519933,"VIA DELLE ARTI E DEI MESTIERI 1/3, 36030 SAN VITO DI LEGUZZANO, IT","AMG produit et commercialise des systèmes de traitement de l'air à haut rendement et à faible consommation fonctionnant uniquement avec des sources d'énergie renouvelables. Notre gamme comprend poêles, thermo-poêles, inserts air et eau, poêles hermétiques à pellets, chaudières à pellets, climatiseurs, pompes à chaleur et des systèmes hybrides. Depuis 1981, AMG prend en compte les besoins des utilisateurs et offre une gamme complète de produits fiables et de haute qualité, dotés des plus hautes technologies et du meilleur design. Avec plus de 40 ans d'activité, AMG est connue dans le monde entier comme un leader dans le domaine des systèmes de chauffage et de refroidissement personnalisés sous la marque du client et fabriqués selon ses demandes spécifiques : les principaux leader internationaux de l'industrie de l'électroménager et des systèmes de traitement de l'air/chauffage/refroidissement ont choisi notre société comme le partenaire le plus fiable pour leurs relations commerciales.","Bois Energie-Autres appareils, composants et accessoires-Chaudières à granulés-Cheminée et Inserts-Cheminées foyers fermés-Inserts et foyers-Poêles à combustible bois-Poêles à granulés-Energie dans le bâtiment-Confort thermique-PAC"
AMR TOP SRL,https://www.bepositive-events.com/fr/liste-exposants/amr-top-srl-43059,http://www.amrtop.com/,tel:+39 3281678454,"STR SALCIILOR 2, 700696 IASI, RO","VENTE PIECES DE RECHANGE POUR POELES ET CHAUDIERES A PELLETS. VENTE CONDUITS DE FUMEE-PIECES DE RECHANGE POUR TOUS LES MARQUES DE POELES-Amr Top est heureux de vous présenter le nouveau e-commerce dédié à la vente de pièces de rechange et accessoires pour poêles et chaudières à pellets, en particulier à pellets, dédié aux revendeurs et aux installateurs.-Vous y trouverez un vaste assortiment composé de milliers de produits corrélatifs poêles et chaudières à pellets de toutes les marques et modèles, avec des prix compétitifs réservés aux clients professionnels ainsi qu’un service client efficace.","Bois Energie-Autres appareils, composants et accessoires-Chaudières à granulés-Fabricants d'accessoires-Conduits et sorties de toit-Conduits et sorties de toit-Poêles à combustible bois-Poêles à bois-Poêles à granulés"
AMTC,https://www.bepositive-events.com/fr/liste-exposants/amtc-51856,http://www.amtc.pro/,tel:+33 499572320,"28 AVENUE DE MAURIN, 34000 MONTPELLIER, FR","AMTC distributeur B2B de solutions d’isolation, génie climatique et photovoltaïque pour l’éco-construction et la rénovation énergétique.--AMTC a fait le choix de travailler avec les produits les plus réputés du marché. Issus d’un savoir-faire reconnu par toutes les professions, ces derniers ont été testés et éprouvés pour correspondre à vos besoins quelque ce soit les caractéristiques de vos travaux.",Energie dans le bâtiment-Confort thermique-Chaudière biomasse-Climatisation-PAC-Solutions Constructives-Structure et enveloppe-Isolation-Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Onduleur-Panneaux-Production d'électricité photovoltaïque intégrée-Stockage et auto-consommation-Structure-Bois Energie-Poêles à combustible bois-Poêles à granulés
APEM ENERGIE,https://www.bepositive-events.com/fr/liste-exposants/apem-energie-42116,https://www.apem-energie.fr/,tel:+33 474948544,"ZONE ARTISANALE DES 4 VIES, 38290 FRONTONAS, FR","APEM ENERGIE accompagne les professionnels du photovoltaïque et les maîtres d’ouvrages dans leur projet de construction de centrale photovoltaïque. Nous apportons des solutions administratives et techniques pour la gestion des autorisations d'urbanisme, des demandes de raccordement, des dépôts de candidatures à Appel d’Offres, des pré-études technico-financières, des études techniques, des dimensionnements, de la création des dossiers électriques d’implantation, des notes de calcul et du CONSUEL","Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Autres équipements et services pour le Photovoltaïque-Panneaux-Production d'électricité photovoltaïque intégrée-Stockage et auto-consommation-Services et Organismes-Services aux entreprises-Ingéniérie, Bureau d'études, Conseil"
APRIL PARTENAIRES,https://www.bepositive-events.com/fr/liste-exposants/april-partenaires-49200,http://www.pro.april.fr/,tel:+33 658327181,"15 RUE JULES FERRY, 35303 FOUGERES CEDEX, FR","APRIL est le leader du courtage grossiste en France avec un réseau de 15 000 courtiers partenaires. Les 2 300 collaborateurs d’APRIL ont l’ambition de proposer à leurs clients et partenaires – particuliers, professionnels et entreprises – une expérience remarquable alliant le meilleur des relations humaines et de la technologie, en santé et prévoyance des particuliers, professionnels et TPE, en assurance des emprunteurs, en santé internationale, en dommages de niches et en gestion de patrimoine. A l’horizon 2023, APRIL ambitionne de devenir un acteur digital, omnicanal et agile, champion de l’expérience client et leader sur ses marchés tout en s’engageant sur les enjeux de Responsabilité Sociétale structurés au sein de sa démarche Oxygen","Services et Organismes-Services aux entreprises-Banque, Assurance, Juriste-Nouveaux Systèmes Energétiques-Mobilité Durable-Bornes de recharges-Solaire Photovoltaïque-Panneaux"
APSYSTEMS,https://www.bepositive-events.com/fr/liste-exposants/apsystems-41586,http://www.apsystems.com/,tel:+33 481656040,"C/ BULNEA 2446 RUE DU POINT DU JOUR, 01000 SAINT-DENIS-LES-BOURG, FR","APsystems est le premier fournisseur mondial de solutions MLPE multiplateformes, offrant des micro-onduleurs duo avec la série DS3 monophasé pour le résidentiel et le nouveau QUAD QT2 triphasé natif pour les applications commerciales ou industrielles.. En 2023, le groupe lance également une offre de stockage batterie monophasée pour le résidentiel.-Fondée dans la Silicon Valley en 2010, APsystems s'est introduit sur le marché de Shanghai en 2022 et englobe 4 entités commerciales mondiales au service de clients dans plus de 120 pays. Avec des millions d'unités vendues et plus de 3GW de produits livrés, APsystems continue d'être un leader dans le segment en pleine croissance des équipements solaires à grande échelle.-APsystems EMEA est basé à Amsterdam, aux Pays-Bas et à Lyon, en France ; APsystems USA est basé à Austin, dans le Texas ; APsystems APAC est basé à Jiaxing et à Shanghai, en Chine. APsystems dispose également de sites à Guadalajara, au Mexique, et à Sydney, en Australie.",Nouveaux Systèmes Energétiques-Stockage-Batteries / systèmes de stockage-Solaire Photovoltaïque-Onduleur-Production d'électricité photovoltaïque intégrée-Stockage et auto-consommation
ARCHAMBAUD,https://www.bepositive-events.com/fr/liste-exposants/archambaud-46728,"",tel:+33 470431141,"ZI DE LA COUASSE, 03000 AVERMES, FR","","Energie dans le bâtiment-Confort thermique-Autres sytèmes de chauffage-Nouveaux Systèmes Energétiques-Autres ENR-Biomasse-Bois Energie-Autres appareils, composants et accessoires-Cuisinières-Fours à bois-Poêles à combustible bois-Poêles à bois"
ARKOLIA ENERGIES,https://www.bepositive-events.com/fr/liste-exposants/arkolia-energies-46674,http://www.arkolia-energies.com/,"","ZONE D'ACTIVITES DU BOSC, 34130 MUDAISON, FR",Producteur indépendant d'énergies vertes locales.,Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Autres équipements et services pour le Photovoltaïque-Panneaux-Production d'électricité photovoltaïque intégrée
ARTENSE,https://www.bepositive-events.com/fr/liste-exposants/artense-40508,https://www.cheminees-artense.fr/,tel:+33 4 70 56 16 00,"LD Z I DE LHERAT, 63310 RANDAN, FR","Crée il y a plus de 15 ans, Artense est l'un réseau des deux réseaux de distribution du Groupe Seguin qui conçoit, fabrique et commercialise une large et performante gamme d'appareils à bois et à granulés.-C'est également un acteur français, destiné aux professionnels du chauffage (installateurs, plombiers, chauffagistes, etc.) et adossé à des partenaires de premier plan comme Superior (poêles à granulés) ou Thermolab (chaudières à granulés).-En proposant des outils de chauffe qualitatifs, designs et durables, Artense se positionne comme la solution pro la plus fiable du marché.","Bois Energie-Autres appareils, composants et accessoires-Chaudières à granulés-Cheminée et Inserts-Cheminées foyers fermés-Inserts et foyers-Poêles à combustible bois-Poêles à bois-Poêles à granulés"
ARTENSE,https://www.bepositive-events.com/fr/liste-exposants/artense-42817,http://www.cheminees-artense.fr/,tel:+33 470561600,"ZI DE LHERAT, 63310 RANDAN, FR","Crée il y a plus de 15 ans, Artense est l'un réseau des deux réseaux de distribution du Groupe Seguin qui conçoit, fabrique et commercialise une large et performante gamme d'appareils à bois et à granulés.-C'est également un acteur français, destiné aux professionnels du chauffage (installateurs, plombiers, chauffagistes, etc.) et adossé à des partenaires de premier plan comme Superior (poêles à granulés) ou Thermolab (chaudières à granulés).-En proposant des outils de chauffe qualitatifs, designs et durables, Artense se positionne comme la solution pro la plus fiable du marché.","Bois Energie-Autres appareils, composants et accessoires-Chaudières à granulés-Cheminée et Inserts-Cheminées foyers fermés-Inserts et foyers-Poêles à combustible bois-Poêles à bois-Poêles à granulés"
ASDER,https://www.bepositive-events.com/fr/liste-exposants/asder-49231,http://www.asder.asso.fr/,tel:+33 479858850,"124 RUE DU BON VENT, 73094 CHAMBERY, FR","Acteur majeur de la transition énergétique en Savoie, l’ASDER est un centre de formation disposant d’une vision globale de l’éco-bâtiment et donnant des compétences techniques dans les énergies renouvelables, la maîtrise de l’énergie et l’éco-construction pour répondre aux évolutions des métiers du secteur « Energie et Bâtiment ».--3 formations longues certifiantes :-Formation « Chargé.e de projet énergie et bâtiment durables », diplôme de niveau 6 (BAC +3/4) – Titre inscrit au RNCP-Formation « Chef.fe d’équipe en construction durable », diplôme de niveau 4 (BAC) – Titre inscrit au RNCP-Formation «Ouvrier.e professionnel.le en écoconstruction » diplôme de niveau 3 (CAP) – Titre inscrit au RNCP-Des formations à distance et en ligne : Formation tuteurée (SPOC Rénovation Performante), Formations gratuites (MOOC Rénovation Performante, MOOC Rénovation Copro, MOOC Précarité Energétique)-Des formations courtes thématiques pour monter en compétence sur la thématique énergie et bâtiment",Services et Organismes-Organismes-Formation
ASSOCIATION EFFINERGIE,https://www.bepositive-events.com/fr/liste-exposants/association-effinergie-52086,http://www.effinergie.org/,tel:+33 467990100,"18 BOULEVARD LOUIS BLANC, 34000 MONTPELLIER, FR","",""
ASSOCIATION FRANCAISE DU POELE MACONNE ARTISANAL,https://www.bepositive-events.com/fr/liste-exposants/association-francaise-du-poele-maconne-artisanal-51001,https://www.afpma.pro/,"","ROUTE D'AUBUSSON, 23500 FELLETIN, FR","L’ASSOCIATION FRANÇAISE DU POÊLE MAÇONNÉ ARTISANAL-Issue d’un regroupement d’artisans poêliers depuis 2008, l’association a été officiellement créée en 2013. Son siège social est au Lycée des Métiers du Bâtiment (LMB) de Felletin (23) et son rayonnement est national. Elle compte aujourd’hui plus de 70 adhérents (professionnels et sympathisants) sur la centaine de professionnels estimés en France.-Elle a pour objet :-• le partage de connaissances, de techniques, de savoir-faire et d’expériences relatives à la profession de poêlier ;-• la reconnaissance, la structuration et la valorisation de la profession de poêlier en France ;-• la participation à la réglementation, à l’accompagnement, à la formation et à la qualification professionnelle relative à la profession de poêlier ;-• la défense des droits et des intérêts de ses membres qualifiés.",""
ASTRONERGY,https://www.bepositive-events.com/fr/liste-exposants/astronergy-49373,http://www.astro-energy.com/,tel:+86 2558806668,"1335 BIN'AN ROAD, BINJANG DISTRICT, 310051 ZHEJIANG, CN","Astronergy is committed to being the most competitive photovoltaic modules supplier in the world. Focusing on R&D, production and sales of high-efficient crystalline silicon cells and modules, its business started from 2006. Nowadays, the company has built 4 intelligent MFG bases in China and Thailand, providing bifacial and monofacial PV modules that cater for different scenarios from residential to C&I, and utility-scale applications.",Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Onduleur-Panneaux
ATER ENVIRONNEMENT,https://www.bepositive-events.com/fr/liste-exposants/ater-environnement-50664,http://www.ater-environnement.fr/,tel:+33 360406716,"38 RUE DE LA CROIX BLANCHE, 60680 GRANDFRESNOY, FR","","Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Autres équipements et services pour le Photovoltaïque-Autres ENR-Biogaz-Energie Eolienne-Stockage-Stockage Hydrogène-Services et Organismes-Services aux entreprises-Ingéniérie, Bureau d'études, Conseil"
ATLANTIC,https://www.bepositive-events.com/fr/liste-exposants/atlantic-45403,http://www.atlantic-pros.fr/,tel:+33 627892601,"2 ALLEE SUZANNE PERILLAULT-CRAPEZ, 94110 ARCEUIL, FR","Atlantic est une marque française du GROUPE ATLANTIC qui développe depuis plus de 50 ans des solutions de confort thermique multi-fonctions et multi-énergies pour les marchés résidentiels et tertiaires : radiateurs électriques et sèche-serviettes, chaudières, pompes à chaleur, ventilation et traitement de l’air, chauffe-eau électriques et thermodynamiques. Des produits innovants alliés à un service personnalisé.-Atlantic a fait le choix de fabriquer la majorité de ses produits sur ses 13 sites industriels français et de les faire installer par des professionnels.",Energie dans le bâtiment-Confort thermique-Chaudière gaz-Climatisation-PAC-Gestion de l'eau-Production d'eau chaude-Traitement de l'air-Ventilation simple flux
AUSTA ENERGY GMBH,https://www.bepositive-events.com/fr/liste-exposants/austa-energy-gmbh-39956,https://www.austagroup.com/,tel:+86-15906576167,"SEBASTIAN-KNEIPP-STRASSE 41, 60439 FRANKFURT AM MAIN, DE","Austa Solar, en tant que fournisseur mondial de solutions énergétiques intelligentes, dispose d'un stock stable à Rotterdam et de 5 usines avancées en Chine d'une capacité de 10 GW par an.",Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Autres équipements et services pour le Photovoltaïque-Onduleur-Panneaux-Production d'électricité photovoltaïque intégrée-Stockage et auto-consommation
AUSTRALAIR,https://www.bepositive-events.com/fr/liste-exposants/australair-45402,http://www.australairadiabatique.com/,tel:+33 478321398,"63 A ROUTE DE CREMIEU, 38280 JANNEYRIAS, FR","Australair, spécialiste de la climatisation adiabatique, est le Distributeur Officiel en France des rafraichisseurs Breezair© et ClimateWizard© de Seeley International destinés aux locaux industriels et tertiaires de grand volume.-Depuis 2007, Australair combat les fortes chaleurs en vous proposant des solutions de rafraichissement adiabatiques les plus performantes au monde.-Depuis sa création en tant que petite entreprise française situé en Isère, Australair s’est développé au fil des années jusqu’à se hisser parmi le leader français sur le domaine du rafraichissement adiabatique de locaux industriels et tertiaires de grands volumes. Aujourd’hui, ses produits et prestations sont reconnus sur tout le territoire.",""
AUSTROFLAMM,https://www.bepositive-events.com/fr/liste-exposants/austroflamm-41588,https://www.austroflamm.com/,tel:+43 724946443-328,"AUSTROFLAMM PLATZ 1, 4631 KRENGLBACH, AT","WE LIVE PIONEER SPIRIT AND VISIONARY THINKING DAILY FOR NEARLY FORTY YEARS.-DESIGN IS OUR PASSION, QUALITY OUR PROMISE","Bois Energie-Cheminée et Inserts-Cheminées foyers fermés-Inserts et foyers-Autres appareils, composants et accessoires-Fabricants d'accessoires-Poêles à combustible bois-Poêles à bois-Poêles à granulés"
Axdis Pro,https://www.bepositive-events.com/fr/liste-exposants/axdis-pro-46044,http://www.axdispro.com/,tel:+33 141408432,"157 BD VICTOR HUGO, 92110 CLICHY, FR","AXDIS PRO le distributeur B2B de l'efficacité énergétique , photovoltaïque, génie climatique, génie électrique, isolation, éclairage & borne de recharge",Energie dans le bâtiment-Confort thermique-PAC-Traitement de l'air-Ventilation double flux-Nouveaux Systèmes Energétiques-Solaire Photovoltaïque-Panneaux-Production d'électricité photovoltaïque intégrée-Stockage et auto-consommation
AXUN,https://www.bepositive-events.com/fr/liste-exposants/axun-51136,http://www.axun-solar.com/,tel:+33 492969694,"105 ROUTE DU PIN MONTARD, 06410 BIOT, FR","",Nouveaux Systèmes Energétiques-Stockage-Batteries / systèmes de stockage-Solaire Photovoltaïque-Onduleur-Panneaux-Stockage et auto-consommation-Structure
BAELZ AUTOMATIC,https://www.bepositive-events.com/fr/liste-exposants/baelz-automatic-41902,http://www.baelz.fr/,tel:+33 134450077,"16 AVENUE DES MORILLONS, 95146 GARGES-LES-GONESSE, FR","BAELZ PROPOSE DES COMPOSANTS POUR L'ENERGIE VAPEUR, L'EAU SURCHAUFFEE, LE GENIE CLIMATIQUE, L'INDUSTRIE","Energie dans le bâtiment-Confort thermique-Autres sytèmes de chauffage-Mesure, contrôle, régulation-Gestion de l'eau-Robinetterie-Services et Organismes-Services aux entreprises-Ingéniérie, Bureau d'études, Conseil-Service énergétique, maintenance, exploitation"
