3M,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEwODQ2NzU=,"Assemblage, fixation-Composant d'assemblage",+33 1 30 31 85 70,https://www.3m.fr,"BOULEVARD DE L OISE BP 100, 95000, CERGY, FRANCE"
3NINE INDUSTRIES AB,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc1MTQ2OQ==,3nine est une société d’ingénierie suédoise qui développe des solutions de purification d’air. Cette technologie révolutionnaire est basée sur la séparation centrifuge: La centrifugation permet d’atteindre un niveau de purification très élevé avec une dimension très compacte. Les épurateurs 3nine ne demandent qu’un minimum de maintenance par rapport aux autres technologies.,+46 8 601 35 40,https://www.3nine.com,"CYLINDERVAGEN 12, 13127, Nacka Strand, SUÈDE"
A2E,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQzNw==,"A2E, Applications Electroniques Européennes, fournit depuis 1992 des services de conception, d'assemblage et de test de systèmes électroniques.-Notre équipe de 100 personnes est à vos côtés durant toutes les phases de la vie de vos produits. Notre engagement est de vous proposer une Solution Globale sur un seul et même site autour de 3 familles de produits:-- Cartes électroniques toute technologie-- Câbles, torons et faisceaux -- Systèmes intégrés complets et coffrets équipés.-Conscient que vos besoins évoluent dans un marché de plus en plus complexe et que la rapidité d'action est nécessaire et primordiale, nous faisons le choix d'équipements flexibles, au service d'une organisation souple et bien formé pour vous proposer ainsi une offre complète et adaptées.-See more",See more,+33 3 84 58 55 10,https://www.a2e.fr,"1 TER RUE LOUIS PASTEUR, 70400, HERICOURT, FRANCE"
A2T TRAITEMENTS THERMIQUES,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExMDMxNjA=,"TRAITEMENTS THERMIQUES :-Cémentation - Carbonitruration -Trempe revenu - Recuit Boruration - Nitruration - Tenifer - QPQ -Nitrocarburation post-oxydée --De la pièce unitaire à la série--Equipements de production : -• NITRURATION IONIQUE -• FOURS SOUS VIDE - Assistés par ordinateur. -• FOURS SOUS ATMOSPHÈRE Processus de fabrication gérés par supervision. - - FOURS BATCH - - FOUR POTS -• BAINS DE SEL - Trempe étagée ou bainitique. -• TENIFER - Tenifer + AB1 - Tenifer + QPQ--Secteurs d'Activité :-Industrie / Mécanique générale / Outillage / Forge / Découpage Nucléaire / Aéro / Armement / TP / Pétrole / Médical--Matières travaillées :- Aciers / Fonte / Alliages légers / Cuivreux ...--Moyens de contrôle :-Non destructifs : dureté, métalloscopie. -Destructifs : microdureté, micrographie, analyse chimique, essais mécaniques.-See more",See more,+33 4 77 10 15 15,"25 RUE JAMES JACKSON, 42500, LE CHAMBON-FEUGEROLLES, FRANCE"
AALBERTS SURFACE TECHNOLOGIES,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQzOQ==,"Aalberts surface technologies (filiale du groupe Aalberts) est un acteur majeur du traitement thermique à façon en France avec 5 sites : Besançon (25), Vermondans (25), Amboise (37),Soudan (44) et Thyez (74). Notre expertise technique est reconnue depuis plus de 30 ans sur les traitements thermiques et thermochimiques sous atmosphère (fours à passage et à charge), sous vide, par induction, en recuit magnétique, en nitruration (gazeuse et ionique), en nitrocarburation (avec post-oxydation), en brasage, en trempe à l’eau du titane et sur les revêtements de surface : peintures poudres et liquides, pré-enduction, couches de glissement (PTFE, MOS²…). -L'ensemble des sites de Aalberts surface technologies France est certifié ISO 9001. Certains sites proposent en complément l'accréditation Nadcap et les certifications ISO 14001, ISO TS 16949 et EN 9100.-See more",See more,+33 3 81 51 81 87,https://www.hauckht.fr,"2 RUE ISAAC NEWTON, 25000, BESANCON, FRANCE"
AB FONDERIE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEwNjM3MTg=,"Forge, fonderie-Fonderie d'alliages et de fonte",+33 4 78 80 24 10,https://www.abfonderie.fr,"75 RUE JULES GUESDE, 69230, ST GENIS LAVAL, FRANCE"
ABB FRANCE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0MA==,"ABB Robotics & Discrete Automation est un pionnier de la robotique, de l'automatisation des machines et des services numériques, fournissant des solutions innovantes pour un large éventail d'industries, de l'automobile à l'électronique en passant par la logistique. En tant que l'un des principaux fournisseurs mondiaux de robotique et d'automatisation de machines, nous avons livré plus de 400 000 solutions robotiques. Nous aidons nos clients de toutes tailles à augmenter la productivité, la flexibilité et la simplicité et à améliorer la qualité de la production. Nous accompagnons leur transition vers l'usine connectée et collaborative du futur. S'appuyant sur plus de 130 ans d'excellence, les quelques 105 000 employés d'ABB s'engagent à innover pour accélérer la transformation industrielle.-See more",See more,+33 1 34 40 25 25,https://www.abb.fr,"7 BD D OSNY CS 88570 CERGY, 95892, CERGY PONTOISE, FRANCE"
ABC MECANIQUE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExNzYxNjg=,Microtechniques-Pièces de haute précision (savoir-faire et sous-traitance),+33 2 35 84 34 91,https://www.abc-mecanique.fr,"ZA VARENNE ET SCIE 14 Avenue de la Prospérité, 76590, CRIQUETOT SUR LONGUEVILLE, FRANCE"
"ABC ROTOMOLDEO INDUSTRIAL, S.L.U",https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0MQ==,"Spécialistes en Rotomoulage, leaders en Espagne en fabrication de pièces techniques et produits sur mésure. Nous exportons à toute l'Europe, l'Amérique et certains pays asiatiques et disposons des capacités techniques et productives pour faire realité n'importe quel projet en rotomoulage",+34 969 13 03 82,https://www.abcrotomoldeo.com,"C/SAN CRISTOBAL 5, 16440, MONTALBO, ESPAGNE"
ABC SWISSTECH TRIBOFINITION,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0Mg==,"Modernisez vos process de tribofinition.- -ABC SwissTech, conçoit et produit des médias abrasifs, additifs et équipements (vibrateurs, centrifugeuses...)-La société suisse vient d'ouvrir un nouveau site en France qui diffusera les derniers développements :-- une gamme d'abrasifs à longue durée de vie.-- une centrifugeuse magnétique permettant l'ébavurage et le polissage de pièces très complexes.-- un procédé de polissage particulièrement adapté aux pièces issues d'impression 3D.--Enfin, ABC SwissTech propose la réalisation d'audit des process existants afin d'optimiser les temps de cycle et la qualité des traitements, mais surtout de réduire le coût global du traitement.--Enfin, un tout nouveau laboratoire spécialisé sur la fabrication additive ouvrira ses portes mi-2023…-See more",See more,+41 32 930 29 50,https://www.abcswisstech.com,"EPLATURES GRISE 17, 2300, LA CHAUX DE FONDS, SUISSE"
Abeilles & Environnement,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExODY2MTA=,"Abeilles & Environnement est une entreprise à missions qui favorise la biodiversité́ par l'installation de ruches bio en milieu urbain et périurbain, sur les sites d'entreprises. Elle propose une action RSE concrète et facilement mise en place à ses clients. -Cette action clés en mains apporte des résultats rapides sur la faune et la flore, et permet de soutenir la filière apicole, en rémunérant les apiculteurs de son réseau à leur juste valeur, et en leur transmettant des savoir et techniques pour une apiculture raisonnée. -C'est aussi un outil vertueux de communication pour ses clients, grâce à des animations favorisant la cohésion interne et avec des pots de miels personnalisés issus de la production directe, porteurs d'une image responsable. -Abeilles & Environnement a été fondée en janvier 2022 par Grégory Hospital, apiculteur professionnel bio, Julien Rizzotti et François Calixte, dirigeants d’entreprises. Par son offre et son engagement quotidien, mais aussi son mode de management, Abeilles & Environnement entend pleinement jouer son rôle environnemental et sociétal et participer à la transition vers le monde de demain.-See more",See more,+33 9 74 13 73 73,https://www.abeilles-environnement.com,"2 IMPASSE DU CHATEAU ROUGE, 69530, BRIGNAIS, FRANCE"
ABSOLENT,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0NA==,"Absolent purifie l’air contaminé à la source. Ces sources sont plus particulièrement les différentes machines destinées aux travaux métallurgiques, de fonderie, de moulage à froid et de soudage, qui génèrent des brouillards et des fumées d’huile ainsi que des poussières. Avec 25 ans d’expérience dans ce domaine, nous proposons la plus haute qualité et un véritable savoir-faire dans tous les aspects de notre organisation. Nous portons une attention particulière à l’innovation, à la qualité et aux solutions sur mesure.",+33 4 74 55 08 68,https://www.absolent.fr,"ZA LA VAVRETTE 12 IMP DE LA VAVRETTE, 01250, TOSSIAT, FRANCE"
ACAL BFI FRANCE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3MzMzNw==,Développer ensemble un avenir technologique amélioré-Nous créons des solutions personnalisées qui répondent à vos besoins spécifiques.-Comment ? En intégrant diverses expertises technologiques et une approche consultative axée sur la conception.,+33 1 60 79 59 00,https://www.acalbfi.fr,"ZI LA PETITE MONTAGNE SUD 4 RUE DU CANTAL CE 1834, 91090, LISSES, FRANCE"
ACAL BFI FRANCE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3MzMzNw==,Développer ensemble un avenir technologique amélioré-Nous créons des solutions personnalisées qui répondent à vos besoins spécifiques.-Comment ? En intégrant diverses expertises technologiques et une approche consultative axée sur la conception.,+33 1 60 79 59 00,https://www.acalbfi.fr,"ZI LA PETITE MONTAGNE SUD 4 RUE DU CANTAL CE 1834, 91090, LISSES, FRANCE"
ACALIME,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEwNjM4MDY=,"Instrumentation, analyse, mesure, contrôle, vision-Equipement de laboratoire",+33 9 67 06 64 78,https://www.acalime.com,"169 CHE DU CALVAIRE, 59560, COMINES, FRANCE"
ACAPLAST GROUP,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExNDUyMDI=,"Plasturgie, caoutchouc et composites-Autres savoir-faire et sous-traitance",0555815432,https://www.acaplast.com,"ZI LAGETTE, 23210, BENEVENT L'ABBAYE, FRANCE"
ACAVI,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExMTY3Nzk=,"ACAVI est une entreprise de services spécialisée depuis 2005 en Ressources Humaines et recrutement par approche directe et dédiée aux secteurs scientifiques pluridisciplinaires des Sciences de la Vie et du Diagnostic, de la Chimie, des Matériaux, de la Photonique, des Cosmétiques, de l'instrumentation et de l'Agroalimentaire. Nous sommes régulièrement classés parmi les meilleurs cabinets de recrutement en France par les magazines ""Les Echos"" et ""Décideurs"".",+33 4 72 40 46 70,https://www.acavi.fr,"3 RUE STELLA, 69002, LYON 2EME, FRANCE"
ACCELONIX,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0NQ==,"Accelonix est une société indépendante et fournisseur de solutions équipements et logiciels pour l’assemblage et le test des cartes électroniques et microélectronique. Accelonix est reconnue par ses CLIENTS pour son savoir-faire, son expérience et son sens du service.--AOI ASSEMBLAGE ELECTRONIQUE ULTRASONS BRASABILITE BRASAGE CAO CARTE CONTAMINATION CONTROLE FOUR REFUSION INSPECTION MACHINE GRAVAGE LAVAGE PLACEMENT NETTOYAGE MICROELECTRONIQUE MONTAGE SURFACE PACKAGING VAPEUR PICK PLACE PRODUCTION PROCESS PULLTEST REFLOW SERIGRAPHIE SHEARTEST SPC TEST TESTEURS INSITU SITU CIRCUIT FONCTIONNEL INSPECTION CONVOYEUR TRANSITIQUE MARQUAGE LASER DÉPOSE SONDES MOBILES XRAY RAY RAYON X CT 2D 3D ICT LAMINOGRAPHY SPI PUCE BATTERY BONDING DISPENSE DISPENSING COULEE WIREBONDING AME ADDITIVE MANUFACTURING ELECTRONICS PRINTED ELECTRONICS PROTOTYPING RF ANTENNA 5G MMWAVE CYBERSECURITY TESTING REVOLUTION INDUSTRIE 4.0 POTTING TESTSTATION DIE REPORT MOLDING DICING DECOUPE WAFER WELDING CABLAGE SOUDAGE PLASMA UNDERFILL METROLOGIE PROFILOMETRIE WARPAGE THERMAL PCB DEMATERIALISATION STOCKAGE DETOURAGE SOUDURE TRACABILITE TRACKING PRINTING CONVOYAGE VIDE DECOUPAGE GPAO ERP MES ACTIVATION CUTTING SORTING GLOVEBOX SEAM SEALING FERMETURE MOLETTE HERMETIC CLEANROOM SALLE BLANCHE MSI AOI SPI-See more",See more,+33 2 32 35 64 80,https://www.accelonix.fr,"ZAC DU LONG BUISSON 260 RUE CLEMENT ADER, 27000, EVREUX, FRANCE"
ACCENTA,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEyMDA1OTc=,"Conception, simulation-Blockchain et équipements, IA, IoT",+33 1 84 19 71 53,https://www.accenta.ai,"696 RUE YVES KERMEN, 92100, BOULOGNE BILLANCOURT, FRANCE"
ACEA,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc1MjE0Mw==,Electronique-Composants,+33 3 88 09 86 00,https://www.acea-ems.com,"5 RUE DES GENETS, 67110, GUNDERSHOFFEN, FRANCE"
ACET,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0Nw==,"ACET et FARMETAL fondées en 1936 et 1920 sont spécialisées dans la conception et réalisation de pièces métalliques et de sous-ensembles par découpage, emboutissage et assemblage, sur 3 sites de production (Caudry, Inchy et Tourcoing) basés dans le nord de la France.-Nous travaillons la majorité des métaux tels que : acier, inox, laiton, aluminium …-Nous réalisons les outillages et assurons leur entretien.-Nous fabriquons et assemblons vos pièces par des procédés aussi divers que le soudage, le rivetage, la soudure par point et de nombreux autres procédés.-Du simple découpage à l’emboutissage complexe, en tous métaux, en toutes épaisseurs, en petites, moyennes et grandes séries dans des matériaux à hautes performances mécaniques.-Certifiés ISO9001 et ISO14001, nous nous engageons à apporter service auprès de nos clients et de fournir des produits conformes aux exigences demandées.-See more",See more,https://www.acet-decoupage.fr,"18 RUE DE TROISVILLES, 59540, INCHY, FRANCE"
ACETI,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ0OA==,"Usinage et enlèvement de matière-Machines à affuter, fraiser",+39 035 843751,https://www.aceti.com,"Via Ai Dossi 32, 24060, Bolgare (Bg), ITALIE"
ACHAT ELECTRONIQUE SERVICE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEwNjM4MDc=,"AE Service est spécialisée dans la distribution de composants électroniques : composants de puissance et de refroidissement, composants passifs et actifs, connectiques signal et puissance, interface Homme Machine, éclairage.--Depuis 30 ans, AE Service accompagne ses clients dans le sourcing et l’approvisionnement de produits sur- mesure variés. Nous proposons un service de Sourcing stratégique de composants électroniques (actifs et passifs), obsolètes ou en allocation.-See more",See more,+33 4 77 41 21 47,https://www.aeservice.fr,"PARC D'ACTIVITE LE CRET DE MARS, 42150, LA RICAMARIE, FRANCE"
ACIERS FOURVIERE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExNzExODY=,Matières et produits semi-finis-Matières premières,+33 4 72 23 23 50,https://www.aciers-fourviere.fr,"44 QUAI CHARLES DE GAULLE, 69006, LYON 6EME, FRANCE"
ACL - ACLASER,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExMTAwMzE=,"",+351 253 287 343,https://www.aclgroup.pt,"PARQUE INDUSTRIAL CELEIROS AVENIDA ENG. JOSE ROLO,, 4705-414, CELEIROS BRG, PORTUGAL"
ACloud le nuage qui absorbe les bruits ...,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExMjU2MTY=,"Acloud® est une société qui fabrique et distribue un dispositif d'absorption acoustique suspendu, dont les formes étudiées évoquent celles d’un nuage. -Conçu pour répondre aux problèmes de résonance des espaces collectifs contemporains et en limiter les nuisances sonores quotidiennes, les solutions Acloud® ont été pensées pour s'adapter à tous types de plafonds et à tout type d'espace collectif : crèches, bureaux partagés, restaurants, cantines, bars, salles de réunion...--Fabriqués en Charentes et dans une démarche de RSE, les nuages Acloud® sont réalisés à l’aide d’une ouate acoustique issue d'une filière de recyclage, totalement neutre pour l'environnement et permettant d'en faire des nuages connectés, transmetteurs d'informations.--Afin de garantir un résultat mesurable, Acloud® engage auprès de ses clients une démarche innovante et mesurable, intégrant une obligation de résultat sur la réduction de nuisances sonores annoncée. Pour en savoir plus sur notre protocole de garantie de résultats, visitez notre site : www.a-cloud.fr-See more",See more,+33 6 09 71 44 83,https://www.a-cloud.fr,"11 COURS DU 30 JUILLET, 33000, 33000 BORDEAUX, FRANCE"
ACNIS INTERNATIONAL,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEwNjM3Mzk=,"ACNIS GROUP distribue depuis plus de 30 ans, une gamme très large de Titane, inox spéciaux, et d’alliages techniques en tôles, plaques, barres, billets, tubes, produits forgés et extrudés, produits de soudage, visserie et poudres métalliques pour impression 3D. Grâce à nos 10 machines de découpe (découpe jet d’eau, laser, sciage, cisaillage) nous livrons vos pièces en réduisant le taux de chute et vos temps d’usinage. -Nous avons 5 centres de service : 3 en France, 1 au Brésil, et 1 en Chine -Nous sommes certifiés ISO9001, ISO13485 et AS 9120.-See more",See more,+33 4 72 14 55 00,https://www.acnis-titanium.com,"17 RUE DES FRERES LUMIERE, 69680, CHASSIEU, FRANCE"
ACOBAL,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExNjc1MjY=,"Expert en Solutions Anticorrosion depuis plus de 25 ans--Depuis sa création en 1996, Acobal apporte ses services d’expertise anti-corrosion aux secteurs industriels majeurs.--ACOBAL propose des solutions de protection contre la corrosion développées à partir de la technologie VCI (Volatil Corrosion Inhibitors). Ce concept est adapté à la protection moyenne et longue durée de pièces métalliques industrielles (stockage, transport maritime, interprocess…).-Les solutions de protection VCI proposées (films, housses, papiers, diffuseurs…) viennent par exemple substituer les graisses/huiles pour protéger vos pièces. -Le support de nos laboratoires, les audits de process par nos experts et les innovations technologiques permanentes font d’ACOBAL le leader du marché Français.--ISO9001 - PMUC-See more",See more,+33 4 77 29 47 40,https://www.zerust-excor.fr,"ZI RUE DU CLOS MARQUET, 42400, SAINT-CHAMOND, FRANCE"
ACOEM,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExNzYyMTI=,"Solutions pour la fiabilité des machines tournantes : maintenance conditionnelle, analyse vibratoire, alignement, équilibrage, diagnostic électrique, détection de fuites d'air comprimé, diagnostic mécanique et de lubrification, mesures infrarouges, audit de fiabilité.",+33 4 72 52 48 00,https://www.acoem.com,"200 ALL DES ORMEAUX, 69760, LIMONEST, FRANCE"
ACSIEL,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ1Mw==,Electronique-Composants,0652693235,https://www.altrics.com,"17 RUE DE L'AMIRAL HAMELIN, 75116, PARIS 16, FRANCE"
ACSYSTEME,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExMDMxOTA=,"Depuis plus de 20 ans, Acsystème vous accompagne dans l'amélioration des performances de vos systèmes. Nous développons des algorithmes pour piloter et optimiser les performance de votre process, nous concevons des outils d'aide à la décision utilisant vos données, et nous formons vos équipes pour assurer leur montée en compétences.--Sujets traités : perte de matières premières trop importante, production non constante, augmentation des troubles musculosquelettiques (TMS), prise de décision complexe, contrôle qualité compliqué...--Nous boostons les perofrmances de vos systèmes à travers une méthodologie éprouvée :-- la conception orientée modèle,-- des modèles pour les simuler,-- des algorithmes pour les piloter,-- des méthodes pour les optimiser.--Mots clés : algorithme, régulation, industrie 4.0, intelligence artificielle, analyse de données, data science, big data, numérique, maintenance prédictive, diagnostic, jumeau numérique...-See more",See more,+33 2 99 55 18 11,https://acsysteme.com,"4 RUE RENE DUMONT, 35700, RENNES, FRANCE"
ACTIFIVE CONCEPT,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzEwNjM2ODk=,ACTIFIVE CONCEPT : Intégrateur de solutions automatisées pour les centres et tours à commande numérique.,04 69 13 99 81,https://www.actifive-concept.com,"270 Allées des Lilas, 01150, SAINT-VULBAS, FRANCE"
ACTIMESURE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ1Ng==,"Société spécialisée dans la conception et la réalisation d’outillages industriels : gabarits de contrôle, moyens d'usinage et de tests.",+33 2 47 46 30 30,https://www.actimesure.com,"Zone Artisanale N°4 Le Cassantin, 37210, PARCAY-MESLAY, FRANCE"
ACTIMETAL INDUSTRIE,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3NTQ1Nw==,"Accompagner nos clients dès la phase études jusqu'à l'assemblage des produits complets est notre ambition. Notre bureau d'études vous assistera et vous proposera des solutions innovantes et compétitives. Un atelier de 5000m² est équipé de moyens modernes et performants: Laser de Découpe, Poinçonneuses CN, pliage robotisé, soudure robotisée. Un autre de 3000m² regroupe une ligne de peinture poudre et des locaux de montage mécanique, câblage et test.-See more",See more,+33 5 55 85 79 79,https://www.sous-traiter.com/actimetalindustrie,"LE GAUCHER, 19270, DONZENAC, FRANCE"
ACTIV'CLAVIERS,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExODk2MTE=,"Conception et fabrication d'interfaces hommes machines , membranes, faces avants et étiquettes",+33 4 74 18 51 80,https://www.activclaviers.com,"PARC D'ACTIVITES DES RHODES RUE DES MURIERS BP 74, 38110, LA TOUR DU PIN, FRANCE"
ADCIS,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExMzU3NDg=,"Expert en vision par ordinateur-Depuis plus de 25 ans au service de la transformation de l’Industrie, de la R&D et des fabricants d’instruments d’analyse. -ADCIS édite des logiciels performants et innovants de traitement et analyse d'images et développe des logiciels et systèmes sur mesure pour les domaines tels que les matériaux, les contrôles de qualité et de process, l'authentification, l'industrie pharmaceutique et cosmétique, etc.-See more",See more,02 31 06 23 00,www.adcis.net,"3 Rue Martin Luther King, 14280, SAINT-CONTEST, FRANCE"
ADDI-DATA,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc1MTQ3NQ==,"ADDI-DATA est une PME, leader technique bien établi dans le domaine de l'électronique industrielle embarquée et des logiciels dédiés à la mesure industrielle et à l'automatisation.--Nous sommes une entreprise internationale en pleine expansion, basée en France (Strasbourg), en Allemagne (Rheinmuenster) et aux Etats-Unis (Troy)--Notre expertise :--✔️ le contrôle de qualité et la gestion de processus--✔️ la commutation de signaux--✔️ l'acquisition de données et le contrôle de mouvement.--Nos solutions sont employées dans un grand nombre d'industries, telles que l'industrie automobile, l'industrie du transport, l'industrie de la fabrication d'outils et de la construction de machines, l'industrie de l'automatisation des usines, l'industrie chimique...--ADDI-DATA est synonyme de qualité, de fiabilité et de disponibilité des produits à long terme.--Notre objectif est d'aider les entreprises à rendre leur processus industriels plus faciles et plus transparents. Nous vous proposons également des solutions sur mesure qui répondent au mieux à vos besoins. Nous sommes un leader en matière d'innovation et un partenaire fiable pour votre entreprise.--Nos produits et services: --- Cartes PC anti-interférences-- Systèmes Ethernet intelligents-- Systèmes Ethernet temps-réel pour EtherCAT et PROFINET-- Systèmes temps-réel Open Source PAC-- Enregistreurs de données industrielles-- Industrial IoT - Cloud/Edge AI , Deeplearning , Datamining, …-- Vision industrielle pour le contrôle qualité -- Solutions sur mesure-See more",See more,+33 9 72 27 84 45,https://www.addi-data.com,"9 AV DE LA FORET NOIRE, 67000, STRASBOURG, FRANCE"
ADDITEL CORPORATION,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzExODIyODM=,Additel Corporation is one of the leading worldwide providers of process calibration tools.,+1 714 998 6899,https://www.additel.com,"2900, Saturn Street # B, 92821, BREA, ÉTATS-UNIS"
ADDIX,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc3OTMxNQ==,"Plasturgie, caoutchouc et composites-Machines (injection, thermoformage…)",0252443510,https://www.addix.fr,"2 ROUTE DE CHALONS EN CHAMPAGNE, 51210, MONTMIRAIL, FRANCE"
ADEME,https://global-industrie.com/fr/exhibitor/RXhoaWJpdG9yXzc1MjA3Nw==,Energies et production durable-Energies,+33 2 41 20 41 20,https://www.ademe.fr,"20 AV DU GRESILLE BP 90406, 49000, ANGERS, FRANCE"
